Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"RADISHES,ORIENTAL,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.24,3.43,0.67,18.56
"RUTABAGAS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.22,8.74,1.29,42.1
"SPINACH,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.26,3.75,2.97,29.22
"SPINACH,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Other vegetables,0.37,2.92,2.11,23.45
"SPINACHFROZEN,CHOPD OR LEAF,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.21,5.34,3.14,35.81
"SQUASH,SMMR,ALL VAR,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.31,4.31,0.91,23.67
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.31,4.31,0.91,23.67
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECKFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.2,5.54,1.28,29.08
"SQUASH,SMMR,SCALLOP,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.17,3.3,1.03,18.85
"SQUASH,SMMR,ZUCCHINI,INCL SKN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.05,3.93,0.64,18.73
"SQUASH,SMMR,ZUCCHINI,INCL SKNFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.13,3.56,1.15,20.01
"SQUASH,WNTR,ALL VAR,COOKED,BKD,W/SALT",vegetarian,Other vegetables,0.63,8.75,0.89,44.23
"SQUASH,WNTR,ACORN,COOKED,BLD,MSHD,W/SALT",vegetarian,Other vegetables,0.08,8.78,0.67,38.52
"SQUASH,WNTR,HUBBARD,COOKED,BLD,MSHD,W/SALT",vegetarian,Other vegetables,0.37,6.45,1.48,35.05
"SQUASH,WNTR,SPAGHETTI,COOKED,BLD,DRND,OR BKD,W/SALT",vegetarian,Other vegetables,0.26,6.46,0.66,30.82
"SWAMP CABBAGE,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.24,3.71,2.08,25.32
"SWEETPOTATO LEAVES,COOKED,STMD,W/SALT",vegetarian,Other vegetables,0.3,7.32,2.32,41.26
"TARO,LEAVES,COOKED,STMD,W/SALT",vegetarian,Other vegetables,0.41,4.02,2.72,30.65
"TARO,SHOOTS,COOKED,W/SALT",vegetarian,Other vegetables,0.08,3.2,0.73,16.44
"TARO,TAHITIAN,COOKED,W/SALT",vegetarian,Other vegetables,0.68,6.85,4.16,50.16
"TOMATOES,RED,RIPE,RAW,NOVEMBER THRU MAY AVERAGE",vegetarian,fruits,0.33,4.64,0.85,24.93
"TOMATOES,RED,RIPE,RAW,JUNE THRU OCTOBER AVERAGE",vegetarian,fruits,0.33,4.64,0.85,24.93
"TOMATOES,RED,RIPE,COOKED,BLD,W/SALT",vegetarian,fruits,0.41,5.83,1.07,31.29
"TOMATOES,RED,RIPE,CANNED,WHL,NO SALT",vegetarian,fruits,0.13,4.37,0.92,22.33
"TOMATO JUC,CANNED,WO/SALT",vegetarian,fruits,0.06,4.23,0.76,20.5
"TURNIPS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.08,4.9,0.71,23.16
"TURNIPSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.24,4.35,1.53,25.68
"TURNIP GRNS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.23,4.36,1.14,24.07
"TURNIP GRNSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.42,4.98,3.35,37.1
"TURNIP GRNS&TURNIPSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.16,2.88,2.08,21.28
"WAXGOURD,(CHINESE PRESERVING MELON),COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.2,3.03,0.4,15.52
"WINGED BEAN,IMMAT SEEDS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.66,3.21,5.31,40.02
"YAMBEAN (JICAMA),COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.09,8.82,0.72,38.97
"PEPPERS,SWT,RED,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.3,3.9,0.8,21.5
"PEPPERS,SWT,REDFROZEN,CHOPD,UNPREP",vegetarian,Other vegetables,0.21,4.45,1.08,24.01
"PEPPERS,SWT,REDFROZEN,CHOPD,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.18,3.9,0.95,21.02
"PEPPERS,SWT,REDFROZEN,CHOPD,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.18,3.9,0.95,21.02
"SESBANIA FLOWER,COOKED,STMD,W/SALT",vegetarian,Other vegetables,0.05,5.23,1.14,25.93
"DOCK,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.64,2.93,1.83,24.8
"BEANS,SNAP,YEL,CANNED,REG PK,DRND SOL",vegetarian,Pulses and Legumes,0.1,4.5,1.15,23.5
"BEANS,SNAP,YEL,CANNED,NO SALT,DRND SOL",vegetarian,Pulses and Legumes,0.1,4.5,1.15,23.5
"PICKLES,CUCUMBER,DILL",vegetarian,Miscellaneous,0.19,4.13,0.62,20.71
"PICKLE,CUCUMBER,SOUR",vegetarian,Miscellaneous,0.2,2.25,0.33,12.12
"PIMENTO,CANNED",vegetarian,Miscellaneous,0.3,5.1,1.1,27.5
"PICKLE,CUCUMBER,SOUR,LO NA",vegetarian,Miscellaneous,0.2,2.25,0.33,12.12
"PICKLES,CUCUMBER,DILL,LO NA",vegetarian,Miscellaneous,0.19,4.13,0.62,20.71
"MUSHROOMS,ENOKI,RAW",vegetarian,Miscellaneous,0.39,7.02,2.37,41.07
"PEPPERS,SWEET,YELLOW,RAW",vegetarian,Other vegetables,0.21,6.32,1,31.17
"RADICCHIO,RAW",vegetarian,Other vegetables,0.25,4.48,1.43,25.89
"SQUASH,ZUCCHINI,BABY,RAW",vegetarian,Other vegetables,0.4,3.1,2.71,26.84
"TOMATILLOS,RAW",vegetarian,Miscellaneous,1.02,5.83,0.96,36.34
"FENNEL,BULB,RAW",vegetarian,Other vegetables,0.2,7.29,1.24,35.92
"ARUGULA,RAW",vegetarian,Leafy Vegetables,0.66,3.65,2.58,30.86
"CARROTS,BABY,RAW",vegetarian,Other vegetables,0.53,8.16,0.84,40.77
"HEARTS OF PALM,CANNED",vegetarian,Other vegetables,0.62,4.62,2.52,34.14
"NOPALES,RAW",vegetarian,Other vegetables,0.12,3.39,1.28,19.76
"NOPALES,COOKED,WO/SALT",vegetarian,Other vegetables,0.05,3.27,1.35,18.93
"CAULIFLOWER,GREEN,RAW",vegetarian,Leafy Vegetables,0.3,6.09,2.95,38.86
"CAULIFLOWER,GRN,COOKED,NO SALT",vegetarian,Leafy Vegetables,0.31,6.28,3.04,40.07
"CAULIFLOWER,GRN,COOKED,SALT",vegetarian,Leafy Vegetables,0.31,6.28,3.04,40.07
"BROCCOLI,CHINESE,COOKED",vegetarian,Leafy Vegetables,0.72,3.79,1.14,26.2
"CABBAGE,NAPA,COOKED",vegetarian,Leafy Vegetables,0.17,2.23,1.1,14.85
"CILANTRO,RAW",vegetarian,Leafy Vegetables,0.48,4.34,2.02,29.76
"PEPPER,BANANA,RAW",vegetarian,Other vegetables,0.45,5.35,1.66,32.09
"PEPPER,SANO,RAW",vegetarian,Other vegetables,0.44,6.7,1.74,37.72
"PEPPERS,JALAPENO,RAW",vegetarian,Other vegetables,0.62,5.91,1.35,34.62
"PEPPERS,CHILI,GRN,CANNED",vegetarian,Other vegetables,0.27,4.6,0.72,23.71
"PEPPERS,HUNGARIAN,RAW",vegetarian,Other vegetables,0.41,6.68,0.8,33.61
"EPAZOTE,RAW",vegetarian,Other vegetables,0.52,7.44,0.33,35.76
"MALABAR SPINACH,COOKED",vegetarian,Leafy Vegetables,0.78,2.71,2.98,29.78
"MUSHROOM,OYSTER,RAW",vegetarian,Miscellaneous,0.51,6.22,4.14,46.03
"MUSHROOMS,STRAINEDAW,CANNED,DRND SOL",vegetarian,Miscellaneous,0.68,4.65,3.83,40.04
