Name,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"KALE,RAW",vegetarian,Leafy Vegetables,0.7,10.01,3.3,59.54
"KALE,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.4,5.63,1.9,33.72
"KALE,FROZEN,UNPREPARED",vegetarian,Leafy Vegetables,0.46,4.9,2.66,34.38
"KALEFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.49,5.24,2.84,36.73
"KANPYO,(DRIED GOURD STRIPS)",vegetarian,Other vegetables,0.56,65.04,8.58,299.52
"KOHLRABI,RAW",vegetarian,Other vegetables,0.1,6.2,1.7,32.5
"KOHLRABI,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.11,6.69,1.8,34.95
"LAMBSQUARTERS,RAW",vegetarian,Other vegetables,0.8,7.3,4.2,53.2
"LAMBSQUARTERS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.7,5,3.2,39.1
"LEEKS,(BULB&LOWER LEAF-PORTION),RAW",vegetarian,Leafy Vegetables,0.3,14.15,1.5,65.3
"LEEKS,(BULB&LOWER LEAF-PORTION),COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.2,7.62,0.81,35.52
"LENTILS,SPROUTED,RAW",vegetarian,Pulses and Legumes,0.55,22.14,8.96,129.35
"LENTILS,SPROUTED,COOKED,STIR-FRIED,WO/SALT",vegetarian,Pulses and Legumes,0.45,21.25,8.8,124.25
"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW",vegetarian,Leafy Vegetables,0.22,2.32,1.29,16.42
"LETTUCE,COS OR ROMAINE,RAW",vegetarian,Leafy Vegetables,0.2,2.37,1.62,17.76
"LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",vegetarian,Leafy Vegetables,0.19,2.09,1.01,14.11
"LETTUCE,LOOSELEAF,RAW",vegetarian,Leafy Vegetables,0.3,3.5,1.3,21.9
"LOTUS ROOT,RAW",vegetarian,Other vegetables,0.1,17.24,2.6,80.26
"LOTUS ROOT,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.07,16.03,1.58,71.07
"MOUNTAIN YAM,HAWAII,RAW",vegetarian,Other vegetables,0.1,16.31,1.34,71.5
"MOUNTAIN YAM,HAWAII,COOKED,STMD,WO/SALT",vegetarian,Other vegetables,0.08,20,1.73,87.64
"MUSHROOMS,RAW",vegetarian,Miscellaneous,0.33,4.08,2.9,30.89
"MUSHROOMS,COOKED,BLD,DRND,WO/SALT",vegetarian,Miscellaneous,0.47,5.14,2.17,33.47
"MUSHROOMS,CANNED,DRND SOL",vegetarian,Miscellaneous,0.29,4.96,1.87,29.93
"MUSHROOMS,PORTABELLA,RAW",vegetarian,Miscellaneous,0.2,5.07,2.5,32.08
"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",vegetarian,Miscellaneous,0.1,4.12,2.5,27.38
"MUSHROOMS,SHIITAKE,DRIED",vegetarian,Miscellaneous,0.99,75.37,9.58,348.71
"MUSHROOMS,SHIITAKE,COOKED,WO/SALT",vegetarian,Miscellaneous,0.22,14.28,1.56,65.34
"MUSTARD GREENS,RAW",vegetarian,Leafy Vegetables,0.2,4.9,2.7,32.2
"MUSTARD GRNS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.24,2.1,2.26,19.6
"MUSTARD GRNSFROZEN,UNPREP",vegetarian,Leafy Vegetables,0.27,3.41,2.49,26.03
"MUSTARD GRNSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.25,3.12,2.27,23.81
"MUSTARD SPINACH,(TENDERGREEN),RAW",vegetarian,Leafy Vegetables,0.3,3.9,2.2,27.1
"MUSTARD SPINACH,(TENDERGREEN),COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.2,2.8,1.7,19.8
"NEW ZEALAND SPINACH,RAW",vegetarian,Leafy Vegetables,0.2,2.5,1.5,17.8
"NEW ZEALAND SPINACH,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.17,2.2,1.3,15.53
"OKRA,RAW",vegetarian,Other vegetables,0.1,7.63,2,39.42
"OKRA,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.17,7.21,1.87,37.85
"OKRA,FROZEN,UNPREPARED",vegetarian,Other vegetables,0.25,6.64,1.69,35.57
"OKRAFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.3,5.75,2.08,34.02
"ONIONS,RAW",vegetarian,Other vegetables,0.16,8.63,1.16,40.6
"ONIONS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.19,10.15,1.36,47.75
"ONIONS,DEHYDRATED FLAKES",vegetarian,Other vegetables,0.46,83.28,8.95,373.06
"ONIONS,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.09,4.01,0.85,20.25
"ONIONSFROZEN,CHOPD,UNPREP",vegetarian,Other vegetables,0.1,6.81,0.79,31.3
"ONIONSFROZEN,CHOPD,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.1,6.6,0.77,30.38
"ONIONSFROZEN,WHL,UNPREP",vegetarian,Other vegetables,0.06,8.44,0.89,37.86
"ONIONSFROZEN,WHL,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.05,6.7,0.71,30.09
"ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",vegetarian,Other vegetables,0.19,7.34,1.83,38.39
"ONIONS,WELSH,RAW",vegetarian,Other vegetables,0.4,6.5,1.9,37.2
"ONION RINGS,BREADED,PAR FRFROZEN,UNPREP",vegetarian,Other vegetables,14.1,30.53,3.15,261.62
"ONION RINGS,BREADED,PAR FRFROZEN,PREP,HTD IN OVEN",vegetarian,Other vegetables,26.7,38.16,5.34,414.3
"PARSLEY,RAW",vegetarian,Leafy Vegetables,0.79,6.33,2.97,44.31
"PARSNIPS,RAW",vegetarian,Other vegetables,0.3,17.99,1.2,79.46
"PARSNIPS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.3,19.53,1.32,86.1
"PEAS,EDIBLE-PODDED,RAW",vegetarian,Other vegetables,0.2,7.56,2.8,43.24
"PEAS,EDIBLE-PODDED,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.23,7.05,3.27,43.35
"PEAS,EDIBLE-PODDEDFROZEN,UNPREP",vegetarian,Other vegetables,0.3,7.2,2.8,42.7
"PEAS,EDIBLE-PODDEDFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.38,9.02,3.5,53.5
"PEAS,GREEN,RAW",vegetarian,Other vegetables,0.4,14.46,5.42,83.12
"PEAS,GRN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.22,15.64,5.36,85.98
"PEAS,GRN,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Other vegetables,0.3,9.75,3.19,54.46
"PEAS,GRN,CANNED,REG PK,DRND SOL",vegetarian,Other vegetables,0.35,12.58,4.42,71.15
"PEAS,GRN,CANNED,SEASONED,SOL&LIQUIDS",vegetarian,Other vegetables,0.27,9.25,3.09,51.79
"PEAS,GRNFROZEN,UNPREP",vegetarian,Other vegetables,0.37,13.7,5.21,78.97
"PEAS,GRNFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.27,14.26,5.15,80.07
"PEAS,MATURE SEEDS,SPROUTED,RAW",vegetarian,Other vegetables,0.68,28.26,8.8,154.36
"PEAS,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.51,21.86,7.05,120.23
"PEAS&CARROTS,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Other vegetables,0.27,8.48,2.17,45.03
"PEAS&CARROTSFROZEN,UNPREP",vegetarian,Other vegetables,0.47,11.15,3.4,62.43
"PEAS&CARROTSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.42,10.12,3.09,56.62
"PEAS&ONIONS,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.38,8.57,3.28,50.82
"PEAS&ONIONSFROZEN,UNPREP",vegetarian,Other vegetables,0.32,13.51,3.98,72.84
"PEAS&ONIONSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,8.63,2.54,46.48
"PEPPERS,HOT CHILI,GRN,CANNED,PODS,EXCLUDING SEEDS,SOL&LIQUIDS",vegetarian,Other vegetables,0.1,5.1,0.9,24.9
"PEPPERS,SWEET,GREEN,RAW",vegetarian,Other vegetables,0.19,6.43,0.89,30.99
"PEPPERS,SWT,GRN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,6.7,0.92,32.28
"PEPPERS,SWT,GRN,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.3,3.9,0.8,21.5
"PEPPERS,SWT,GRNFROZEN,CHOPD,UNPREP",vegetarian,Other vegetables,0.21,4.45,1.08,24.01
"PEPPERS,SWT,GRNFROZEN,CHOPD,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.18,3.9,0.95,21.02
"PIGEONPEAS,IMMAT SEEDS,RAW",vegetarian,Other vegetables,1.64,23.88,7.2,139.08
"PIGEONPEAS,IMMAT SEEDS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,1.36,19.49,5.96,114.04
POI,vegetarian,Other vegetables,0.14,27.23,0.38,111.7
"POKEBY SHOOTS,(POKE),RAW",vegetarian,Other vegetables,0.4,3.7,2.6,28.8
"POKEBY SHOOTS,(POKE),COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.4,3.1,2.3,25.2
"POTATOES,RAW,FLESH&SKIN",vegetarian,Other vegetables,0.1,17.98,2.07,81.1
"POTATOES,RAW,SKIN",vegetarian,Other vegetables,0.1,12.44,2.57,60.94
"POTATOES,BKD,FLESH,WO/SALT",vegetarian,Other vegetables,0.1,21.56,1.96,94.98
"POTATOES,BKD,SKN,WO/SALT",vegetarian,Other vegetables,0.1,46.07,4.29,202.34
"POTATOES,BLD,COOKED IN SKN,FLESH,WO/SALT",vegetarian,Other vegetables,0.1,20.13,1.87,88.9
"POTATOES,BLD,COOKED IN SKN,SKN,WO/SALT",vegetarian,Other vegetables,0.1,17.21,2.86,81.18
"POTATOES,BLD,COOKED WO/SKN,FLESH,WO/SALT",vegetarian,Other vegetables,0.1,20.01,1.71,87.78
"POTATOES,MICROWAVED,COOKED IN SKN,FLESH,WO/SALT",vegetarian,Other vegetables,0.1,23.28,2.1,102.42
"POTATOES,MICROWAVED,COOKED IN SKN,SKN,WO/SALT",vegetarian,Other vegetables,0.1,29.63,4.39,136.98
"POTATOES,HASHED BROWN,HOME-PREPARED",vegetarian,Other vegetables,13.91,21.32,2.42,220.15
"POTATOES,MSHD,HOME-PREPARED,WHL MILK&MARGARINE",vegetarian,Other vegetables,4.23,16.71,1.88,112.43
"POTATOES,SCALLPD,HOME-PREPARED W/BUTTER",vegetarian,Other vegetables,3.68,10.78,2.87,87.72
"POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING BUTTER",vegetarian,Other vegetables,7.59,11.27,5.06,133.63
"POTATOES,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.11,9.89,1.2,45.35
"POTATOES,CANNED,DRND SOL",vegetarian,Other vegetables,0.21,13.61,1.41,61.97
"POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM",vegetarian,Other vegetables,0.39,81.21,8.35,361.75
"POTATOES,MSHD,DEHYD,PREP FR FLKS WO/MILK,WHL MILK&BUTTER ADD",vegetarian,Other vegetables,5.6,15.02,1.9,118.08
"POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",vegetarian,Other vegetables,0.54,85.51,8.22,379.78
"POTATOES,MSHD,DEHYD,PREP FR GRNLS WO/MILK,WHL MILK&BUTTER",vegetarian,Other vegetables,4.96,14.36,2.05,110.28
"POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM",vegetarian,Other vegetables,1.1,77.7,10.9,364.3
"POTATOES,MSHD,DEHYD,PREP FROM GRANULES W/MILK,H2O&MARGARINE",vegetarian,Other vegetables,2.2,13.1,2,80.2
"POTATOES,AU GRATIN,DRY MIX,UNPREP",vegetarian,Other vegetables,3.7,74.31,8.9,366.14
"POTATOES,AU GRATIN,DRY MIX,PREP W/H2O,WHL MILK&BUTTER",vegetarian,Other vegetables,4.12,12.84,2.3,97.64
"POTATOES,SCALLPD,DRY MIX,UNPREP",vegetarian,Other vegetables,4.59,73.93,7.77,368.11
"POTATOES,SCALLPD,DRY MIX,PREP W/H2O,WHL MILK&BUTTER",vegetarian,Other vegetables,4.3,12.77,2.12,98.26
"POTATOES,HASHED BROWNFROZEN,PLN,UNPREP",vegetarian,Other vegetables,0.62,17.72,2.06,84.7
"POTATOES,HASHED BROWNFROZEN,PLN,PREP",vegetarian,Other vegetables,11.5,28.1,3.16,228.54
"POTATOES,HASHED BROWNFROZEN,W/BUTTER SAU,UNPREP",vegetarian,Other vegetables,6.66,18.28,1.87,140.54
"POTATOES,HASHED BROWNFROZEN,W/BUTTER SAU,PREP",vegetarian,Other vegetables,8.79,24.13,2.46,185.47
"POTATOES,O'BRIENFROZEN,UNPREP",vegetarian,Other vegetables,0.14,17.47,1.83,78.46
"POTATOES,O'BRIENFROZEN,PREP",vegetarian,Other vegetables,13.21,21.86,2.22,215.21
"POTATO PUFFSFROZEN,UNPREP",vegetarian,Other vegetables,8.55,24.31,2.67,184.87
"POTATO PUFFSFROZEN,PREP",vegetarian,Other vegetables,10.73,30.48,3.35,231.89
"POTATOESFROZEN,WHL,UNPREP",vegetarian,Other vegetables,0.16,17.48,2.38,80.88
"POTATOESFROZEN,WHL,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.13,14.52,1.98,67.17
"POTATOES,FRENCH FRFROZEN,UNPREP",vegetarian,Other vegetables,5.9,24.33,2.47,160.3
"POTATOES,FRENCH FRFROZEN,HOME-PREPARED,HTD IN OVEN,WO/SALT",vegetarian,Other vegetables,7.56,31.19,3.17,205.48
"POTATOESFROZEN,FRENCH FR,PAR FR,COTTAGE-CUT,UNPREP",vegetarian,Other vegetables,5.78,23.98,2.42,157.62
"POTATOESFROZEN,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,WO/SALT",vegetarian,Other vegetables,8.2,34.04,3.44,223.72
"POTATOESFROZEN,FRENCH FR,PAR FR,EXTRUDED,UNPREP",vegetarian,Other vegetables,14.95,30.15,2.83,266.47
"POTATOESFROZEN,FRCH FR,PAR FR,EXTRUDED,PREP,HTD OVEN,WO/SALT",vegetarian,Other vegetables,18.71,39.68,3.55,341.31
"USDA COMMODITY,POTATO WEDGESFROZEN",vegetarian,Other vegetables,2.2,25.5,2.7,132.6
POTATO FLOUR,vegetarian,Other vegetables,0.34,83.08,6.9,362.98
"POTATO SALAD,HOME-PREPARED",vegetarian,Other vegetables,8.2,11.17,2.68,129.2
"PUMPKIN FLOWERS,RAW",vegetarian,Other vegetables,0.07,3.28,1.03,17.87
"PUMPKIN FLOWERS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.08,3.3,1.09,18.28
"PUMPKIN LEAVES,RAW",vegetarian,Other vegetables,0.4,2.33,3.15,25.52
"PUMPKIN LEAVES,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.22,3.39,2.72,26.42
"PUMPKIN,RAW",vegetarian,Other vegetables,0.1,6.5,1,30.9
"PUMPKIN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.07,4.89,0.72,23.07
"PUMPKIN,CANNED,WO/SALT",vegetarian,Other vegetables,0.28,8.08,1.1,39.24
"PUMPKIN PIE MIX,CANNED",vegetarian,Other vegetables,0.13,26.39,1.09,111.09
"PURSLANE,RAW",vegetarian,Other vegetables,0.1,3.43,1.3,19.82
"PURSLANE,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.19,3.55,1.49,21.87
"RADISHES,RAW",vegetarian,Other vegetables,0.54,3.59,0.6,21.62
"RADISHES,ORIENTAL,RAW",vegetarian,Other vegetables,0.1,4.11,0.6,19.74
"RADISHES,ORIENTAL,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.24,3.43,0.67,18.56
"RADISHES,ORIENTAL,DRIED",vegetarian,Other vegetables,0.72,63.37,7.9,291.56
"RUTABAGAS,RAW",vegetarian,Other vegetables,0.2,8.13,1.2,39.12
"RUTABAGAS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.22,8.74,1.29,42.1
"SALSIFY,(VEG OYSTER),RAW",vegetarian,Other vegetables,0.2,18.6,3.3,89.4
"SALSIFY,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.17,15.37,2.73,73.93
"SAUERKRAUT,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.14,4.28,0.91,22.02
"SEAWEED,AGAR,RAW",vegetarian,Other vegetables,0.03,6.75,0.54,29.43
"SEAWEED,IRISHMOSS,RAW",vegetarian,Other vegetables,0.16,12.29,1.51,56.64
"SEAWEED,KELP,RAW",vegetarian,Other vegetables,0.56,9.57,1.68,50.04
"SEAWEED,LAVER,RAW",vegetarian,Other vegetables,0.28,5.11,5.81,46.2
"SESBANIA FLOWER,RAW",vegetarian,Other vegetables,0.04,6.73,1.28,32.4
"SESBANIA FLOWER,COOKED,STMD,WO/SALT",vegetarian,Other vegetables,0.05,5.23,1.14,25.93
"SOYBEANS,GREEN,RAW",vegetarian,Other vegetables,6.8,11.05,12.95,157.2
"SOYBEANS,GRN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,6.4,11.05,12.35,151.2
"SOYBEANS,MATURE SEEDS,SPROUTED,RAW",vegetarian,Other vegetables,6.7,9.57,13.09,150.94
"SOYBEANS,MATURE SEEDS,SPROUTED,COOKED,STMD",vegetarian,Other vegetables,4.45,6.53,8.47,100.05
"SOYBEANS,MATURE SEEDS,SPROUTED,COOKED,STIR-FRIED",vegetarian,Other vegetables,7.1,9.4,13.1,153.9
"SPINACH,RAW",vegetarian,Leafy Vegetables,0.35,3.5,2.86,28.59
"SPINACH,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.26,3.75,2.97,29.22
"SPINACH,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Leafy Vegetables,0.37,2.92,2.11,23.45
"SPINACH,CANNED,DRND SOL",vegetarian,Leafy Vegetables,0.5,3.4,2.81,29.34
"SPINACHFROZEN,CHOPD OR LEAF,UNPREP",vegetarian,Leafy Vegetables,0.31,4,2.92,30.47
"SPINACHFROZEN,CHOPD OR LEAF,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.21,5.34,3.14,35.81
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",vegetarian,Other vegetables,0.24,4.04,0.94,22.08
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.31,4.31,0.91,23.67
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CANNED,DRND,SOLID,WO/SALT",vegetarian,Other vegetables,0.07,2.96,0.61,14.91
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECKFROZEN,UNPREP",vegetarian,Other vegetables,0.14,4.8,0.83,23.78
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECKFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,5.54,1.28,29.08
"SQUASH,SUMMER,SCALLOP,RAW",vegetarian,Other vegetables,0.2,3.84,1.2,21.96
"SQUASH,SMMR,SCALLOP,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.17,3.3,1.03,18.85
"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW",vegetarian,Other vegetables,0.14,2.9,1.16,17.5
"SQUASH,SMMR,ZUCCHINI,INCL SKN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.05,3.93,0.64,18.73
"SQUASH,SMMR,ZUCCHINI,INCL SKNFROZEN,UNPREP",vegetarian,Other vegetables,0.13,3.59,1.16,20.17
"SQUASH,SMMR,ZUCCHINI,INCL SKNFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.13,3.56,1.15,20.01
"SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CANNED",vegetarian,Other vegetables,0.11,6.85,1.03,32.51
"SQUASH,WINTER,ACORN,RAW",vegetarian,Other vegetables,0.1,10.42,0.8,45.78
"SQUASH,WNTR,ACORN,COOKED,BKD,WO/SALT",vegetarian,Other vegetables,0.14,14.58,1.12,64.06
"SQUASH,WNTR,ACORN,COOKED,BLD,MSHD,WO/SALT",vegetarian,Other vegetables,0.08,8.78,0.67,38.52
"SQUASH,WNTR,BUTTERNUT,RAW",vegetarian,Other vegetables,0.1,11.69,1,51.66
"SQUASH,WNTR,BUTTERNUT,COOKED,BKD,WO/SALT",vegetarian,Other vegetables,0.09,10.49,0.9,46.37
"SQUASH,WNTR,BUTTERNUTFROZEN,UNPREP",vegetarian,Other vegetables,0.1,14.41,1.76,65.58
"SQUASH,WNTR,BUTTERNUTFROZEN,COOKED,BLD,WO/SALT",vegetarian,Other vegetables,0.07,10.05,1.23,45.75
"SQUASH,WINTER,HUBBARD,RAW",vegetarian,Other vegetables,0.5,8.7,2,47.3
"SQUASH,WNTR,HUBBARD,COOKED,BKD,WO/SALT",vegetarian,Other vegetables,0.62,10.81,2.48,58.74
"SQUASH,WNTR,HUBBARD,COOKED,BLD,MSHD,WO/SALT",vegetarian,Other vegetables,0.37,6.45,1.48,35.05
"SQUASH,WNTR,SPAGHETTI,RAW",vegetarian,Other vegetables,0.57,6.91,0.64,35.33
"SQUASH,WNTR,SPAGHETTI,COOKED,BLD,DRND,OR BKD,WO/SALT",vegetarian,Other vegetables,0.26,6.46,0.66,30.82
"SUCCOTASH,(CORN&LIMAS),RAW",vegetarian,Other vegetables,1.02,19.59,5.03,107.66
"SUCCOTASH,(CORN&LIMAS),COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.8,24.38,5.07,125
"SUCCOTASH,(CORN&LIMAS),CANNED,W/CRM STYLE CORN",vegetarian,Other vegetables,0.54,17.61,2.64,85.86
"SUCCOTASH,(CORN&LIMAS),CANNED,W/WHL KERNEL CORN,SOL&LIQUIDS",vegetarian,Other vegetables,0.49,13.98,2.6,70.73
"SUCCOTASH,(CORN&LIMAS)FROZEN,UNPREP",vegetarian,Other vegetables,0.89,19.94,4.31,105.01
"SUCCOTASH,(CORN&LIMAS)FROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.89,19.95,4.31,105.05
"SWAMP CABBAGE,(SKUNK CABBAGE),RAW",vegetarian,Other vegetables,0.2,3.14,2.6,24.76
"SWAMP CABBAGE,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.24,3.71,2.08,25.32
"SWEETPOTATO LEAVES,RAW",vegetarian,Other vegetables,0.3,6.38,4,44.22
"SWEETPOTATO LEAVES,COOKED,STMD,WO/SALT",vegetarian,Other vegetables,0.3,7.32,2.32,41.26
"SWEETPOTATO,RAW",vegetarian,Other vegetables,0.3,24.28,1.65,106.42
"SWEETPOTATO,COOKED,BKD IN SKN,WO/SALT",vegetarian,Other vegetables,0.11,24.27,1.72,104.95
"SWEETPOTATO,COOKED,BLD,WO/SKN,WO/SALT",vegetarian,Other vegetables,0.3,24.28,1.65,106.42
"SWEETPOTATO,CANNED,VACUUM PK",vegetarian,Other vegetables,0.2,21.13,1.65,92.92
"SWEETPOTATO,CANNED,MASHED",vegetarian,Other vegetables,0.2,23.2,1.98,102.52
"SWEETPOTATOFROZEN,UNPREP",vegetarian,Other vegetables,0.18,22.22,1.71,97.34
"SWEETPOTATOFROZEN,COOKED,BKD,WO/SALT",vegetarian,Other vegetables,0.12,23.4,1.71,101.52
"TARO,RAW",vegetarian,Other vegetables,0.2,26.46,1.5,113.64
"TARO,COOKED,WITHOUT SALT",vegetarian,Other vegetables,0.11,34.6,0.52,141.47
"TARO LEAVES,RAW",vegetarian,Other vegetables,0.74,6.71,4.98,53.42
"TARO LEAVES,COOKED,STMD,WO/SALT",vegetarian,Other vegetables,0.41,4.02,2.72,30.65
"TARO SHOOTS,RAW",vegetarian,Other vegetables,0.09,2.32,0.92,13.77
"TARO SHOOTS,COOKED,WO/SALT",vegetarian,Other vegetables,0.08,3.2,0.73,16.44
"TARO,TAHITIAN,RAW",vegetarian,Other vegetables,0.97,6.91,2.79,47.53
"TARO,TAHITIAN,COOKED,WO/SALT",vegetarian,Other vegetables,0.68,6.85,4.16,50.16
"TOMATOES,GREEN,RAW",vegetarian,fruits,0.2,5.1,1.2,27
"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",vegetarian,fruits,0.33,4.64,0.85,24.93
"TOMATOES,RED,RIPE,COOKED,BLD,WO/SALT",vegetarian,fruits,0.41,5.83,1.07,31.29
"TOMATOES,RED,RIPE,CANNED,WHL,REG PK",vegetarian,fruits,0.13,4.37,0.92,22.33
"TOMATOES,RED,RIPE,CANNED,STEWED",vegetarian,fruits,0.13,6.78,0.95,32.09
"TOMATOES,RED,RIPE,CANNED,WEDGES IN TOMATO JUC",vegetarian,fruits,0.16,6.31,0.79,29.84
"TOMATOES,RED,RIPE,CANNED,W/GRN CHILIES",vegetarian,fruits,0.08,3.62,0.69,17.96
"TOMATO JUC,CANNED,W/SALT",vegetarian,fruits,0.06,4.23,0.76,20.5
"TOMATO PRODUCTS,CANNED,PASTE,WO/SALT",vegetarian,fruits,0.55,19.3,3.67,96.83
"TOMATO PRODUCTS,CANNED,PUREE,WO/SALT",vegetarian,fruits,0.16,9.56,1.69,46.44
TOMATO POWDER,vegetarian,fruits,0.44,74.68,12.91,354.32
"TOMATO PRODUCTS,CANNED,SAU",vegetarian,fruits,0.17,7.18,1.33,35.57
"TOMATO PRODUCTS,CANNED,SAU,W/MUSHROOMS",vegetarian,fruits,0.13,8.43,1.45,40.69
"TOMATO PRODUCTS,CANNED,SAU,W/ONIONS",vegetarian,fruits,0.19,9.94,1.56,47.71
"TOMATO PRODUCTS,CANNED,SAU,W/HERBS&CHS",vegetarian,fruits,1.93,10.24,2.13,66.85
"TOMATO PRODUCTS,CANNED,SAU,W/ONIONS,GRN PEPPERS,&CELERY",vegetarian,fruits,0.74,8.76,0.94,45.46
"TOMATO PRODUCTS,CANNED,SAU,W/TOMATO TIDBITS",vegetarian,Other vegetables,0.39,7.09,1.32,37.15
"TREE FERN,COOKED,WO/SALT",vegetarian,Other vegetables,0.07,10.98,0.29,45.71
"TURNIPS,RAW",vegetarian,Other vegetables,0.1,6.23,0.9,29.42
"TURNIPS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.08,4.9,0.71,23.16
"TURNIPS,FROZEN,UNPREPARED",vegetarian,Other vegetables,0.16,2.94,1.04,17.36
"TURNIPSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.24,4.35,1.53,25.68
"TURNIP GREENS,RAW",vegetarian,Leafy Vegetables,0.3,5.73,1.5,31.62
"TURNIP GRNS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.23,4.36,1.14,24.07
"TURNIP GRNS,CANNED,SOL&LIQUIDS",vegetarian,Leafy Vegetables,0.3,2.42,1.36,17.82
"TURNIP GRNSFROZEN,UNPREP",vegetarian,Leafy Vegetables,0.31,3.67,2.47,27.35
